claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported
CLM2491,80,F,1,67,145305,0,1,Own,72327,2022-07-22,Friday,Local,2,1,87,Online,1,13,Medium,72948,White,49861,12257,1500,927,99,4,N
CLM2492,19,M,1,41,88388,0,0,Rent,94528,2022-09-07,Wednesday,Highway,1,1,74,Broker,1,3,Large,79314,White,25776,4324,2000,1325,37,11,Y
CLM2493,49,M,0,82,113827,1,1,Own,54649,2022-02-02,Wednesday,Local,2,1,8,Phone,0,1,Large,7534,Blue,3226,1454,2000,666,23,8,N
CLM2494,52,M,1,24,62485,0,1,Rent,55798,2023-12-28,Thursday,Parking Lot,1,1,100,Phone,0,8,Medium,41507,Silver,48679,5748,2000,868,62,13,N
CLM2495,43,M,1,52,141976,1,1,Own,73537,2022-02-05,Saturday,Highway,1,1,32,Broker,0,10,Medium,64491,Silver,20779,10111,500,1205,93,6,N
CLM2496,60,F,0,22,141237,0,1,Own,75185,2023-11-30,Thursday,Parking Lot,0,1,25,Phone,0,0,Compact,13299,Blue,42348,17931,1000,1591,48,1,N
CLM2497,70,F,1,87,120330,0,0,Rent,53726,2023-12-29,Friday,Highway,3,1,62,Phone,1,13,Compact,55000,Blue,6958,1948,2000,2087,74,0,N
CLM2498,39,M,1,97,85436,0,0,Own,93275,2023-10-26,Thursday,Local,5,0,29,Broker,0,3,Medium,17713,Black,13614,3196,1500,754,71,11,Y
CLM2499,29,M,0,50,102910,1,0,Own,87869,2022-06-20,Monday,Highway,1,1,96,Online,1,10,Compact,61399,Silver,49437,9380,1000,2708,85,3,N
CLM2500,43,M,0,98,43997,1,1,Own,76876,2023-10-28,Saturday,Local,4,1,29,Online,0,14,Compact,57448,Silver,23282,7935,1500,565,13,1,Y
CLM2501,61,F,1,15,67940,0,1,Own,20935,2023-05-05,Friday,Parking Lot,3,0,65,Phone,1,3,Medium,12691,White,47538,20733,1000,701,91,5,N
CLM2502,48,F,1,87,93396,0,1,Rent,48176,2023-06-17,Saturday,Highway,3,1,53,Online,1,7,Medium,43131,White,45893,26937,1000,2221,64,5,N
CLM2503,39,F,0,61,32391,0,1,Rent,51970,2022-03-18,Friday,Parking Lot,1,0,21,Broker,1,7,Compact,41389,Red,4352,1136,1500,2814,13,0,N
CLM2504,55,F,0,2,34118,0,1,Own,21290,2023-07-02,Sunday,Local,0,1,14,Phone,1,14,Medium,72333,Blue,27456,6110,1000,2757,22,3,N
CLM2505,84,F,1,98,146682,1,1,Rent,21004,2023-11-14,Tuesday,Parking Lot,0,0,43,Phone,1,8,Medium,76688,Silver,8172,3740,1500,1276,45,11,N
CLM2506,59,M,0,23,142982,0,0,Own,93003,2022-03-27,Sunday,Highway,4,1,38,Phone,0,3,Medium,21585,Red,31297,13967,500,2667,28,12,Y
CLM2507,77,F,0,7,107091,0,1,Own,27938,2023-04-25,Tuesday,Local,2,0,96,Broker,1,1,Compact,37822,Red,21750,7635,1500,1469,17,1,N
CLM2508,47,M,1,68,47186,0,0,Rent,40267,2022-08-17,Wednesday,Local,2,1,4,Online,0,11,Large,8837,Red,37301,19690,500,2235,76,2,N
CLM2509,63,M,0,29,132134,1,0,Rent,33750,2023-08-29,Tuesday,Parking Lot,1,1,87,Broker,0,5,Large,43585,Red,19162,3633,2000,2998,49,5,N
CLM2510,23,F,1,91,144011,1,1,Rent,27957,2022-12-15,Thursday,Highway,3,1,9,Phone,1,9,Compact,18146,White,47266,28049,1500,2414,23,4,N
CLM2511,26,F,1,89,102526,1,1,Rent,88872,2023-06-13,Tuesday,Local,1,0,28,Online,1,11,Large,54474,Silver,11068,1785,1000,1793,39,1,N
CLM2512,37,M,0,47,84372,1,0,Own,61372,2022-01-04,Tuesday,Local,3,1,94,Phone,1,3,Compact,68089,Black,30675,4135,2000,2847,97,5,N
CLM2513,35,F,1,48,120510,0,0,Rent,44018,2022-02-07,Monday,Parking Lot,5,1,7,Online,1,7,Compact,20552,White,36065,5819,500,2379,85,12,N
CLM2514,77,F,0,13,52314,0,0,Own,33500,2023-03-14,Tuesday,Highway,3,1,15,Broker,1,5,Large,55189,Red,29018,16266,2000,2861,31,3,N
CLM2515,52,F,1,11,65904,0,1,Own,81657,2023-11-01,Wednesday,Local,3,0,54,Broker,0,6,Compact,27098,Silver,46902,23773,500,2889,39,9,N
CLM2516,71,M,1,31,36915,1,1,Own,69261,2023-01-16,Monday,Highway,1,0,88,Broker,1,6,Medium,77964,Blue,25881,3771,2000,1763,39,8,Y
CLM2517,54,F,1,8,73380,0,0,Own,12766,2022-02-20,Sunday,Highway,1,1,7,Phone,0,7,Large,8784,Red,24050,12212,1000,2185,98,2,N
CLM2518,77,F,1,97,147081,0,1,Own,87818,2023-10-17,Tuesday,Highway,5,0,0,Broker,0,13,Compact,49273,Blue,5951,3332,1500,1289,3,13,Y
CLM2519,49,M,1,39,26880,1,0,Rent,99257,2023-10-08,Sunday,Local,0,1,24,Online,0,1,Large,8722,Blue,21077,9741,1500,954,57,13,N
CLM2520,65,M,1,64,22598,1,0,Rent,14052,2023-03-30,Thursday,Highway,0,0,64,Online,0,1,Medium,27970,Silver,16565,3005,1500,1194,70,0,N
CLM2521,77,F,1,62,149059,0,0,Rent,67498,2022-06-18,Saturday,Local,3,1,15,Online,1,2,Large,23018,Red,43898,19864,1500,621,33,6,Y
CLM2522,39,M,0,68,47618,0,0,Own,60767,2023-05-05,Friday,Highway,2,0,24,Online,1,0,Large,56750,Blue,26420,5123,2000,2827,38,7,N
CLM2523,74,M,1,45,41283,1,1,Own,59506,2023-08-05,Saturday,Highway,1,1,79,Online,0,12,Large,14179,Black,29904,13417,500,1406,52,8,N
CLM2524,62,M,1,68,126827,0,0,Rent,79874,2023-07-06,Thursday,Local,5,0,53,Online,0,8,Compact,18784,Blue,3423,1597,2000,919,83,11,Y
CLM2525,47,M,0,11,142082,1,1,Own,25164,2022-02-23,Wednesday,Highway,0,1,64,Online,0,1,Large,37771,Blue,41245,21089,1000,2867,92,4,N
CLM2526,42,F,0,82,26714,1,0,Rent,87237,2023-07-10,Monday,Highway,3,0,75,Online,0,4,Medium,63639,White,41912,4830,2000,2370,77,7,N
CLM2527,83,F,1,9,145673,1,0,Rent,81366,2022-09-23,Friday,Local,0,0,3,Phone,1,10,Large,76016,Silver,10443,1173,1500,670,67,9,N
CLM2528,68,F,1,57,97482,0,0,Rent,13991,2022-02-03,Thursday,Parking Lot,2,0,1,Phone,0,1,Large,22801,Blue,30846,10306,500,1907,17,1,N
CLM2529,33,M,1,33,36406,0,0,Own,90485,2022-06-11,Saturday,Parking Lot,1,1,15,Online,1,1,Medium,39173,Red,43438,24552,2000,1694,64,3,N
CLM2530,78,M,0,76,124554,1,1,Rent,35482,2023-04-08,Saturday,Parking Lot,5,0,63,Phone,0,0,Large,37481,Red,29401,7593,1000,861,28,2,N
CLM2531,39,F,1,25,90977,0,0,Own,50149,2023-07-30,Sunday,Parking Lot,0,1,13,Online,1,8,Compact,27499,Silver,43083,7512,1000,937,19,0,N
CLM2532,27,M,0,99,76207,1,0,Own,60535,2023-03-06,Monday,Highway,4,0,14,Broker,0,10,Medium,42867,Blue,21001,11720,2000,1878,73,1,N
CLM2533,50,M,1,97,135663,0,0,Own,74586,2023-10-24,Tuesday,Parking Lot,3,0,22,Online,0,14,Compact,62852,Black,36550,7004,500,2572,98,11,N
CLM2534,46,M,0,45,36092,0,0,Own,11132,2022-01-27,Thursday,Highway,5,0,54,Broker,0,0,Medium,18068,Blue,48401,25000,2000,1541,50,1,N
CLM2535,30,F,1,69,84046,1,0,Own,78086,2022-03-30,Wednesday,Highway,2,1,49,Online,1,9,Compact,17043,White,2036,1012,500,2536,45,5,N
CLM2536,60,F,0,75,36150,1,1,Own,97630,2023-03-05,Sunday,Local,4,0,33,Online,0,14,Medium,34292,Silver,29082,10264,1500,2451,38,7,N
CLM2537,34,M,0,87,59718,0,1,Rent,22777,2022-04-27,Wednesday,Local,1,0,18,Broker,1,1,Large,18882,Red,5714,2424,1500,1807,34,6,N
CLM2538,73,M,0,53,147597,0,0,Own,87027,2023-09-25,Monday,Local,2,1,2,Broker,0,6,Large,14872,Silver,22657,7912,1500,751,46,5,N
CLM2539,26,F,1,36,31344,0,1,Own,54619,2022-03-04,Friday,Parking Lot,3,0,51,Phone,1,12,Medium,6943,Red,25649,3781,2000,1041,29,6,Y
CLM2540,56,F,0,56,62011,0,0,Rent,28640,2023-08-10,Thursday,Local,0,1,80,Broker,0,3,Medium,33259,Black,29987,11048,1500,2991,28,0,N
CLM2541,25,M,1,71,107738,1,0,Rent,82307,2023-03-21,Tuesday,Parking Lot,1,1,69,Online,1,12,Compact,36460,Blue,22387,8785,500,2852,83,0,N
CLM2542,61,F,0,33,36802,1,1,Own,26333,2022-11-01,Tuesday,Local,5,0,15,Phone,1,4,Compact,61843,Red,35519,5695,2000,2527,21,7,Y
CLM2543,27,M,0,53,55470,1,0,Rent,51603,2023-05-26,Friday,Parking Lot,3,1,95,Online,0,13,Large,40690,White,7654,4099,1500,2748,99,6,N
CLM2544,64,F,0,10,24225,1,1,Own,84745,2023-09-21,Thursday,Parking Lot,3,1,47,Phone,0,4,Medium,16721,Blue,3587,1033,1000,1408,16,13,N
CLM2545,47,M,0,82,122114,0,0,Rent,81616,2022-08-29,Monday,Parking Lot,1,1,87,Phone,0,0,Large,22752,White,25193,7826,1500,1882,97,0,N
CLM2546,27,M,0,71,72838,1,0,Own,39400,2022-12-24,Saturday,Local,4,1,63,Phone,1,13,Compact,44585,Red,35833,10369,2000,2091,91,9,Y
CLM2547,36,F,1,24,29574,0,0,Rent,45183,2023-09-12,Tuesday,Local,2,1,65,Online,0,2,Compact,21306,White,43835,22143,1000,2690,16,0,N
CLM2548,29,F,0,44,47987,1,0,Rent,45740,2023-05-06,Saturday,Local,0,0,2,Broker,0,4,Medium,18627,Red,35113,14999,1500,781,71,11,Y
CLM2549,64,M,1,77,146047,0,1,Rent,41657,2022-01-31,Monday,Local,5,0,16,Broker,1,3,Medium,43547,Silver,43218,16951,1500,853,49,6,N
CLM2550,45,F,0,78,107964,1,1,Own,73996,2023-12-13,Wednesday,Highway,2,0,46,Broker,1,12,Large,20921,White,26432,6120,500,2848,61,2,Y
CLM2551,38,M,0,72,125148,1,0,Rent,40539,2023-02-24,Friday,Local,2,1,95,Broker,1,10,Compact,16117,Black,4665,2535,1000,1656,16,10,N
CLM2552,59,F,1,88,60566,0,0,Rent,73073,2022-08-28,Sunday,Parking Lot,0,1,9,Broker,0,1,Compact,55411,Red,47727,8757,1000,2094,88,2,N
CLM2553,34,M,1,74,130883,1,0,Own,28773,2023-09-02,Saturday,Highway,3,1,72,Broker,1,13,Medium,51969,Silver,43986,14238,500,526,37,6,N
CLM2554,31,F,0,99,122678,0,1,Own,65211,2023-05-05,Friday,Highway,0,0,64,Online,1,2,Compact,19959,Blue,48310,27522,1000,2096,85,6,N
CLM2555,67,F,0,13,76782,0,1,Own,97822,2022-08-24,Wednesday,Local,2,0,38,Online,0,5,Medium,65109,Silver,13470,7487,1000,529,4,6,N
CLM2556,72,F,0,67,72971,0,0,Own,17739,2022-01-24,Monday,Highway,3,1,21,Broker,1,11,Medium,73446,Silver,15674,9172,500,2038,70,1,N
CLM2557,76,M,1,92,102632,1,0,Rent,41308,2022-09-27,Tuesday,Parking Lot,2,1,10,Online,1,13,Compact,43921,Black,6587,1827,2000,1709,34,8,N
CLM2558,70,F,0,29,86833,1,1,Own,10357,2023-10-09,Monday,Parking Lot,4,1,97,Phone,1,14,Compact,15796,Red,24238,13055,500,1764,28,11,N
CLM2559,27,M,1,24,120271,0,1,Own,14849,2022-05-23,Monday,Highway,2,0,49,Broker,1,5,Large,32135,White,46117,4747,1000,1919,31,9,Y
CLM2560,58,F,1,11,87891,0,0,Own,61658,2022-07-04,Monday,Local,5,1,2,Broker,1,8,Large,65064,Silver,28014,4424,1000,753,74,5,Y
CLM2561,44,F,0,87,99317,1,0,Rent,25120,2023-05-08,Monday,Local,1,1,95,Broker,1,3,Large,71629,Black,5789,893,1000,1893,53,3,N
CLM2562,64,F,1,75,72775,0,1,Own,96649,2023-10-09,Monday,Local,3,0,93,Phone,1,8,Large,47523,Black,31122,15321,500,2377,54,1,N
CLM2563,23,F,1,76,49404,0,1,Rent,98424,2022-03-10,Thursday,Local,5,0,58,Phone,1,14,Large,69372,Blue,42717,6082,1500,2502,97,0,N
CLM2564,58,F,0,42,128295,1,1,Own,91823,2022-01-30,Sunday,Highway,5,0,91,Online,0,8,Medium,14176,White,16072,1787,1500,2715,61,7,N
CLM2565,79,F,0,45,108623,0,1,Rent,99289,2022-02-28,Monday,Parking Lot,0,0,94,Online,0,11,Compact,46994,White,17060,3732,500,809,34,10,N
CLM2566,79,M,1,58,48386,1,0,Own,76652,2023-09-20,Wednesday,Highway,3,1,4,Phone,1,11,Medium,38756,Red,44426,20864,500,2577,73,9,Y
CLM2567,65,M,0,63,57203,0,1,Rent,26220,2023-03-24,Friday,Highway,0,1,67,Phone,0,13,Medium,52984,Black,40396,23439,500,2072,48,2,N
CLM2568,34,M,0,83,141297,0,1,Rent,34440,2023-08-22,Tuesday,Parking Lot,1,1,72,Broker,0,12,Compact,30522,Red,5649,2347,500,2540,31,11,N
CLM2569,69,M,1,40,45147,0,1,Own,86637,2022-08-28,Sunday,Parking Lot,2,0,83,Phone,1,1,Large,62811,Blue,14481,6014,1500,2757,43,8,N
CLM2570,78,M,1,95,127070,1,0,Rent,43945,2022-09-12,Monday,Highway,2,1,66,Online,0,7,Compact,32431,Red,18148,3836,500,935,24,5,N
CLM2571,24,F,1,76,106538,0,0,Own,70051,2022-11-15,Tuesday,Highway,4,0,87,Phone,1,13,Medium,34039,Blue,26568,11919,1000,2396,61,4,N
CLM2572,44,F,0,36,43333,0,0,Own,98295,2022-11-12,Saturday,Local,5,1,31,Broker,0,11,Compact,17698,Red,31964,8059,500,2248,30,5,N
CLM2573,37,F,0,20,31137,0,1,Own,39350,2023-08-26,Saturday,Highway,4,1,53,Online,0,10,Medium,18646,Silver,24179,10844,1500,698,17,9,Y
CLM2574,27,M,1,20,27377,1,0,Own,18861,2023-02-18,Saturday,Local,0,1,87,Broker,0,9,Compact,41801,Red,19277,11295,2000,2342,71,6,N
CLM2575,60,M,0,56,73702,1,1,Own,38677,2022-11-29,Tuesday,Highway,4,1,1,Online,1,2,Large,63812,Silver,8826,4244,500,1574,26,5,N
CLM2576,71,M,1,16,140965,1,0,Own,77803,2022-06-12,Sunday,Parking Lot,2,0,7,Online,1,8,Large,19450,Blue,6618,2232,1500,2547,21,0,N
CLM2577,75,M,0,64,143612,0,1,Rent,37663,2023-01-25,Wednesday,Local,5,1,51,Broker,1,1,Large,44128,White,10329,3959,1000,1903,18,0,N
CLM2578,52,M,1,87,111814,0,0,Rent,37133,2022-06-14,Tuesday,Highway,4,1,0,Phone,1,3,Compact,16231,Red,1569,252,1000,1185,47,0,N
CLM2579,24,F,0,52,107542,1,1,Own,23570,2022-06-27,Monday,Parking Lot,1,0,30,Online,0,3,Medium,14533,Blue,43649,9577,1000,1578,28,11,N
CLM2580,47,M,0,67,75943,1,1,Own,16157,2022-12-23,Friday,Highway,2,0,61,Online,0,10,Medium,56134,White,1193,173,2000,1619,40,12,N
CLM2581,32,M,1,34,109074,0,0,Rent,57628,2023-12-27,Wednesday,Parking Lot,3,1,42,Broker,0,1,Compact,51921,White,24581,6299,500,2134,66,13,Y
CLM2582,54,F,1,4,36472,1,0,Own,28934,2022-08-02,Tuesday,Parking Lot,5,0,13,Phone,1,6,Large,65085,Silver,24169,11271,2000,2934,41,7,N
CLM2583,80,F,0,66,81262,0,0,Rent,23403,2022-06-27,Monday,Local,4,0,46,Phone,0,2,Compact,34968,Black,43517,11297,2000,603,3,3,N
CLM2584,59,M,0,3,127302,0,1,Rent,74813,2023-07-14,Friday,Local,2,0,14,Broker,1,6,Large,73972,Red,22432,4728,500,860,6,7,Y
CLM2585,47,M,0,56,47987,1,0,Own,36165,2023-01-01,Sunday,Local,2,0,83,Broker,0,10,Compact,29838,Black,28559,16950,2000,2363,2,13,N
CLM2586,35,M,0,19,139311,0,0,Rent,37955,2023-11-02,Thursday,Parking Lot,4,0,83,Online,1,6,Medium,77031,White,40721,16320,1500,2752,50,12,Y
CLM2587,32,M,1,91,80843,0,0,Rent,33003,2022-10-25,Tuesday,Highway,4,1,93,Phone,0,10,Medium,77981,Blue,46183,12758,1500,537,97,5,N
CLM2588,24,F,1,45,146283,0,0,Rent,35094,2022-07-13,Wednesday,Parking Lot,3,0,0,Online,0,13,Large,55193,Black,5715,991,2000,2094,59,10,Y
CLM2589,25,M,0,79,37383,1,0,Rent,27718,2022-05-14,Saturday,Highway,0,1,55,Phone,1,0,Compact,26863,White,7090,1665,1000,2685,23,4,N
CLM2590,23,M,1,31,92126,0,0,Own,52980,2023-01-20,Friday,Highway,2,0,88,Online,1,14,Medium,35328,Black,24138,10794,1000,2085,12,4,N
CLM2591,61,M,0,53,147240,0,1,Own,91122,2022-07-12,Tuesday,Local,5,1,9,Phone,1,13,Medium,49390,Black,17099,6332,1000,1575,99,0,N
CLM2592,23,M,0,59,122756,1,1,Own,87904,2022-09-18,Sunday,Parking Lot,5,0,73,Online,0,4,Medium,74853,White,25361,4308,1000,1014,60,12,N
CLM2593,66,M,0,35,48964,0,1,Own,86992,2023-04-19,Wednesday,Highway,0,0,58,Broker,1,9,Large,17675,Silver,33141,7766,1000,2837,1,4,Y
CLM2594,78,M,0,23,37585,1,0,Own,75039,2023-01-10,Tuesday,Highway,5,0,69,Phone,1,8,Compact,58441,Red,14684,7135,1500,775,2,6,N
CLM2595,26,F,0,28,96749,0,0,Rent,98148,2023-12-09,Saturday,Parking Lot,3,0,84,Phone,1,5,Large,12344,Silver,4201,1338,2000,1883,88,3,N
CLM2596,49,M,0,52,38007,0,0,Own,35257,2022-03-04,Friday,Parking Lot,0,0,60,Online,0,13,Large,26378,White,5696,884,2000,1699,8,4,N
CLM2597,58,F,1,20,85199,0,0,Own,74948,2023-03-15,Wednesday,Highway,4,0,31,Phone,0,13,Medium,78563,Blue,17291,2917,1500,1363,18,11,N
CLM2598,63,M,1,56,21573,1,0,Own,18577,2023-06-05,Monday,Parking Lot,4,0,4,Broker,0,1,Large,65178,Red,20526,7664,500,946,90,13,N
CLM2599,37,M,1,71,78247,1,1,Rent,68975,2023-06-28,Wednesday,Local,5,1,18,Broker,1,7,Compact,66463,Red,47007,20546,1000,619,18,11,Y
CLM2600,65,M,1,83,32735,1,1,Own,97951,2023-12-21,Thursday,Local,3,1,22,Phone,1,5,Medium,74152,White,16383,9686,2000,2224,84,0,N
CLM2601,75,F,1,73,147049,0,1,Own,40036,2022-06-02,Thursday,Parking Lot,4,0,60,Online,1,13,Large,40949,White,20259,7109,1500,1264,73,3,Y
CLM2602,57,F,0,8,79722,1,0,Own,75298,2023-05-09,Tuesday,Highway,5,1,60,Broker,1,7,Compact,42375,White,46741,25370,1500,2238,57,2,Y
CLM2603,20,M,1,67,125908,0,1,Own,86493,2023-07-18,Tuesday,Parking Lot,4,1,52,Online,1,5,Large,64790,Black,29243,10249,500,1812,73,2,N
CLM2604,33,M,1,55,83008,0,1,Own,62488,2022-11-09,Wednesday,Parking Lot,5,0,51,Online,1,1,Medium,62942,White,10275,1306,2000,2802,97,1,N
CLM2605,20,F,0,31,148684,0,1,Own,49935,2022-01-17,Monday,Highway,1,1,57,Phone,0,9,Large,23616,White,12654,5022,1500,1965,56,11,N
CLM2606,58,M,0,35,67405,0,1,Own,15391,2022-05-13,Friday,Highway,4,0,29,Broker,0,4,Medium,63353,Silver,9964,3195,2000,982,49,8,N
CLM2607,63,F,0,91,111217,1,1,Rent,38285,2022-03-25,Friday,Local,1,1,70,Online,1,14,Large,14033,Silver,20918,9645,2000,2386,50,8,N
CLM2608,76,F,1,61,52624,1,0,Rent,77824,2023-12-03,Sunday,Highway,3,1,24,Phone,1,7,Large,22878,Red,7944,4576,2000,514,41,4,N
CLM2609,39,F,0,44,83647,1,0,Rent,69301,2023-05-15,Monday,Highway,0,0,4,Broker,1,12,Large,62776,Silver,20040,5364,500,1082,48,1,N
CLM2610,83,M,1,78,113481,1,0,Rent,38788,2022-09-24,Saturday,Highway,1,1,20,Online,0,1,Large,14895,Silver,15135,5607,2000,2695,81,8,N
CLM2611,31,F,1,25,38930,1,0,Own,59987,2023-03-12,Sunday,Highway,3,0,72,Phone,1,2,Compact,12304,Black,5049,2788,1500,1803,4,8,N
CLM2612,52,M,1,75,34987,0,1,Own,29089,2023-04-07,Friday,Local,1,0,73,Online,1,1,Medium,37640,Blue,11461,4410,1000,2285,99,1,Y
CLM2613,32,M,0,63,105380,1,0,Rent,28220,2023-01-09,Monday,Local,3,1,70,Broker,0,6,Large,66850,Blue,35261,18899,2000,1284,44,12,N
CLM2614,22,M,1,34,47011,0,0,Own,58603,2023-02-14,Tuesday,Highway,3,0,15,Phone,1,4,Compact,79678,Black,49034,21040,500,2116,61,1,N
CLM2615,74,M,1,98,101622,1,0,Rent,97051,2022-01-11,Tuesday,Local,4,0,34,Broker,1,10,Medium,63215,Silver,34602,16548,1000,1469,81,2,N
CLM2616,59,F,1,21,38223,1,1,Rent,81441,2023-01-19,Thursday,Highway,4,0,69,Phone,0,9,Medium,37476,Black,25325,8663,500,1123,25,11,N
CLM2617,72,F,1,85,83545,0,0,Rent,37940,2022-01-16,Sunday,Local,4,1,69,Broker,1,12,Large,54119,Silver,18352,7704,2000,2179,18,2,Y
CLM2618,75,M,0,11,100587,1,0,Own,14909,2023-12-23,Saturday,Local,2,0,37,Online,0,4,Medium,70997,Silver,29460,8268,1000,2591,97,2,N
CLM2619,44,F,0,49,67965,0,1,Rent,41238,2023-02-15,Wednesday,Parking Lot,4,0,70,Broker,0,8,Compact,73837,Red,33544,6583,1000,2433,38,5,N
CLM2620,79,M,0,83,53033,1,0,Rent,11378,2022-12-26,Monday,Local,5,0,22,Broker,1,8,Compact,38617,Blue,5814,3086,1500,2308,57,10,N
CLM2621,37,M,0,26,130249,0,1,Own,74940,2022-10-14,Friday,Local,4,0,64,Broker,0,3,Compact,12771,Black,14460,6380,2000,1849,43,12,N
CLM2622,50,F,1,76,113740,0,1,Own,89428,2023-05-13,Saturday,Parking Lot,1,0,83,Online,0,3,Medium,7751,Red,8782,3115,1000,1435,92,12,Y
CLM2623,46,F,0,64,38405,1,1,Own,58629,2022-06-03,Friday,Highway,5,0,58,Broker,0,0,Medium,28511,Red,6022,1060,1000,1709,36,9,Y
CLM2624,48,M,0,92,81895,0,1,Rent,79890,2022-04-14,Thursday,Local,5,0,84,Phone,0,0,Compact,27453,Black,33689,5735,2000,946,15,8,N
CLM2625,53,F,0,68,114852,1,0,Rent,87080,2023-04-24,Monday,Local,2,0,71,Broker,1,9,Compact,21705,Blue,11479,2910,1000,1149,50,6,Y
CLM2626,78,F,1,86,118395,0,0,Own,13877,2022-10-16,Sunday,Local,4,0,74,Broker,0,12,Large,53555,White,43368,13277,1000,2196,67,9,Y
CLM2627,31,F,0,24,80539,1,0,Own,27077,2023-01-11,Wednesday,Parking Lot,5,0,35,Phone,1,3,Medium,74503,Silver,28488,3177,1500,2201,30,13,Y
CLM2628,71,F,1,72,35405,0,1,Rent,25847,2023-03-08,Wednesday,Local,3,0,59,Broker,0,11,Compact,19852,Black,10157,2544,1000,2728,17,10,N
CLM2629,39,M,0,46,137704,0,1,Rent,86730,2023-04-29,Saturday,Highway,1,1,12,Online,0,2,Medium,23697,Black,38391,7114,1000,1911,30,6,N
CLM2630,44,F,1,46,146676,0,1,Own,15156,2023-01-28,Saturday,Parking Lot,4,1,34,Broker,1,9,Medium,14971,White,44408,20368,2000,1017,35,1,N
CLM2631,42,M,1,97,98970,0,0,Own,87952,2023-09-26,Tuesday,Parking Lot,2,0,82,Phone,1,4,Medium,13373,Red,31283,4877,1500,2338,43,3,N
CLM2632,33,M,0,79,110374,0,1,Rent,32597,2023-10-23,Monday,Highway,3,1,85,Broker,1,7,Compact,34493,White,32852,13317,500,1315,42,10,N
CLM2633,23,M,1,47,55521,0,1,Own,16505,2023-12-22,Friday,Parking Lot,1,1,77,Online,1,9,Compact,23409,Blue,20517,10349,2000,625,96,0,N
CLM2634,22,F,1,52,70756,0,1,Rent,93822,2023-05-08,Monday,Local,0,0,96,Phone,1,11,Large,23733,Blue,41696,8961,500,2486,13,11,N
CLM2635,35,M,0,88,134658,1,0,Rent,86400,2022-04-07,Thursday,Parking Lot,2,1,35,Broker,0,0,Medium,73897,Silver,14707,6274,1500,859,91,11,Y
CLM2636,43,F,1,15,132479,0,0,Rent,59573,2022-12-02,Friday,Parking Lot,0,0,21,Online,1,8,Large,52820,Blue,4147,2199,2000,1221,2,5,N
CLM2637,73,F,0,73,99882,0,1,Own,49883,2023-11-03,Friday,Highway,3,0,8,Phone,0,7,Large,78072,Black,21432,4583,500,976,36,7,N
CLM2638,39,M,1,53,91473,0,0,Own,60734,2023-12-31,Sunday,Highway,2,1,90,Broker,0,12,Medium,48346,Black,26106,3420,2000,1608,35,9,N
CLM2639,24,F,1,42,134305,1,1,Own,92392,2022-05-18,Wednesday,Parking Lot,5,1,43,Broker,0,5,Compact,30178,Red,34954,6860,2000,2264,35,4,N
CLM2640,71,F,0,96,27038,0,0,Own,18048,2023-09-11,Monday,Local,1,1,79,Online,0,11,Large,62541,Silver,46471,16878,2000,1437,23,13,Y
CLM2641,76,F,1,29,44791,0,0,Rent,11649,2022-06-10,Friday,Highway,1,0,21,Online,0,12,Medium,46121,Red,21521,7711,1500,1853,51,5,N
CLM2642,62,F,0,95,138903,0,1,Own,84826,2023-11-05,Sunday,Highway,4,0,12,Broker,0,5,Compact,53024,White,34556,5535,500,2360,86,6,Y
CLM2643,69,F,0,24,58036,1,1,Rent,54549,2022-05-28,Saturday,Local,3,1,39,Online,1,8,Large,51257,Red,48899,17527,500,1107,75,7,Y
CLM2644,52,M,0,82,82232,0,1,Rent,15474,2023-10-21,Saturday,Local,0,1,30,Phone,1,0,Large,10622,Red,32830,4287,1500,1149,8,9,N
CLM2645,51,F,1,20,109037,1,0,Rent,69207,2022-08-31,Wednesday,Highway,0,1,47,Phone,1,8,Medium,75423,White,20374,9270,1500,721,69,2,N
CLM2646,78,F,0,70,120874,0,1,Own,16309,2023-12-09,Saturday,Local,2,1,86,Online,0,0,Large,21090,Black,24808,5750,500,2912,97,3,N
CLM2647,33,F,1,5,130648,1,0,Rent,34520,2023-09-17,Sunday,Local,4,0,22,Broker,1,3,Compact,55555,Blue,17257,4469,2000,909,7,3,N
CLM2648,81,M,1,37,54819,0,0,Rent,95621,2022-01-23,Sunday,Parking Lot,0,1,89,Online,0,11,Compact,29318,Silver,16451,2863,1500,1678,51,2,N
CLM2649,40,M,0,10,81472,0,1,Rent,80904,2022-02-19,Saturday,Parking Lot,1,0,23,Phone,1,2,Compact,59822,White,4608,1598,1500,1518,25,10,Y
CLM2650,50,F,1,20,62346,1,1,Rent,15230,2022-05-01,Sunday,Local,2,1,10,Broker,1,10,Large,56315,Silver,31134,14952,1500,731,77,1,N
CLM2651,38,M,1,30,26066,1,0,Rent,93576,2023-09-28,Thursday,Parking Lot,0,0,7,Phone,0,9,Medium,27604,Black,27564,15583,1500,2877,63,13,N
CLM2652,63,F,1,68,45692,1,0,Rent,68420,2023-05-11,Thursday,Local,3,1,93,Broker,0,0,Compact,11393,Black,34488,8545,500,766,25,10,Y
